entity,code,year,schizophrenia,bipolar_disorder,eating_disorders,anxiety_disorders,drug_use_disorders,depression,alcohol_use_disorders
Croatia,HRV,2017,0.207565417697999,0.720555576168,0.217975135979,3.44760593314,0.71397120114,2.77984173234,2.08053234184
Cuba,CUB,2017,0.204500994144,0.943329308668,0.263159252746999,4.62359397015,0.777999682384,3.31913091377,1.73478334696
Cyprus,CYP,2017,0.252271953776,0.937285429366,0.506721279036,5.30490840366,0.580207570183999,3.32811079018,1.11035426317
Czech Republic,CZE,2017,0.20998906177,0.721569535067,0.242372761022,3.44360099073,0.978265046648,2.67538746628,2.09717245633
Democratic Republic of Congo,COD,2017,0.156882784972,0.622140919049,0.0925419775354999,3.25156993042999,0.517093640564,3.95687176402,1.34111272929
Denmark,DNK,2017,0.254016902974,1.00549354065999,0.540025324966,5.31463454993,0.895411338306,3.29188532482,1.73072313273
Djibouti,DJI,2017,0.175443945619,0.657574537076,0.136660105677,3.57064967671,0.526750457444999,3.60901012937,1.5922370727
Dominica,DMA,2017,0.199904066276,0.888732141375,0.277126535179,4.54490373452,0.895649975950999,2.62964873616,2.10068906318
Dominican Republic,DOM,2017,0.199461740299,0.891063093686,0.303058121152,4.55830898989,0.680032680702,2.97852252642,1.57640545191
East Asia,,2017,0.335179635456999,0.322459767711999,0.15951106382,3.04139391585,1.10772389163,3.30201665068999,1.23743075304
Eastern Europe,,2017,0.196569842007,0.68044219983,0.217028838214,2.9434895459,0.852236872319,3.80243932621,4.72985955009
Eastern Sub-Saharan Africa,,2017,0.163458941297,0.623964918987,0.116033460151,3.64570606892,0.51043306693,3.82430490123999,1.61255427024
Ecuador,ECU,2017,0.202911590059,0.882945345959,0.363732807614,4.30535715908,0.668945807449,2.97711725822,1.70674812698
Egypt,EGY,2017,0.188117075278999,0.775826260364,0.19294203792,4.36102280717,1.47447643787,3.23818185168,0.664616143703
El Salvador,SLV,2017,0.197831002875,0.770584701282,0.243873188283,2.94522037622,0.618859540373,3.02588721657,2.65543023708
England,,2017,0.266006775244,1.10700568222,0.552932304129,4.53493027408,1.66092423925,4.11939204713,1.792119864
Equatorial Guinea,GNQ,2017,0.18533360608,0.623349903615,0.277336567698,3.27899059312999,0.563293149394,4.16708998551,1.48076864239
Eritrea,ERI,2017,0.158711073736,0.617568776716,0.102502520428,3.66566807955,0.524820660024999,3.86737670292999,1.73261735435999
Estonia,EST,2017,0.203977642902,0.708240561777,0.250270742469,2.96224376542,1.12666490337,3.84885421123,4.71361709722
Ethiopia,ETH,2017,0.164823052944,0.627391281004,0.109816928768,3.73199716771,0.498949272621,3.8162659691,1.86389341573999
Fiji,FJI,2017,0.238571847376,0.452605477544,0.147252649755,3.28244749356,0.757352302047,3.17189809853,1.10754512797
Finland,FIN,2017,0.257444377924,1.00582625676,0.594937626869,3.7520618778,0.951914364592,4.79273560626,2.60506090174
France,FRA,2017,0.256237904708,0.958198977579999,0.573755286605,6.62671021127,1.17926831642,4.25380726277,1.4189578909
Gabon,GAB,2017,0.181545884718,0.638332502289,0.226577373688,3.29951225121,0.571613556555,4.04902903406,1.46626542801
Gambia,GMB,2017,0.169676836538999,0.646284645619,0.113298039292,2.91337578594,0.50144664326,4.15851745775999,0.943237948155
Georgia,GEO,2017,0.196775607848999,0.709098566875999,0.171640059024,2.60245566113,0.494333416091,2.79737866325,2.08307328998999
Germany,DEU,2017,0.252269313545,0.776761886254,0.522066337436999,6.5404958034,0.883827049960999,3.95986609184,1.80647468292
Ghana,GHA,2017,0.175605914654,0.64309920164,0.147451582312999,2.9364162809,0.625914860337999,3.39664668903,1.00825661401
Greece,GRC,2017,0.252700836389,0.948926106734,0.559323569808,5.79022794527,0.552601554605,4.18586369919,1.12425696455
Greenland,GRL,2017,0.322250023957,0.595420875071,0.539068508469,5.72216306428,1.99475505859,6.23363488551,3.08668777713
Grenada,GRD,2017,0.199821963506,0.893647257052,0.288173878252,4.53009540432,0.774008287062,2.77006562469,1.74543948391
Guam,GUM,2017,0.261254279275,0.478222662193,0.253393067761,3.30860601522,0.806330191476,3.49285552428,1.27618388549
Guatemala,GTM,2017,0.193343638198,0.743331657827,0.232110380606,2.90694665082,0.678176248491,3.21602516868,2.64202643205
Guinea,GIN,2017,0.166392762237999,0.629857427048999,0.112388230779,2.90130428731,0.456326290693,3.56093291107,0.946132978626
Guinea-Bissau,GNB,2017,0.163117115414999,0.614791355523,0.110998627272,2.915176813,0.482693171406999,3.66543039362,0.979754058194
Guyana,GUY,2017,0.186468100603,0.846088490416,0.237636118540999,4.54702700731,0.732391494557,4.14172362073,2.06455744755
Haiti,HTI,2017,0.172298258053,0.801382123092999,0.160789636446,4.51842534053,0.64396952848,2.95778209292,1.64957674863
High SDI,,2017,0.294427264315,0.749470872969,0.492631695306,5.31350761132999,1.84288627965999,3.94200710409,1.58633983889999
High-income,,2017,0.287819864524,0.79174680812,0.528244382126,5.67799614085,1.89349147292999,4.11648589026,1.5752786302
High-income Asia Pacific,,2017,0.284881810936,0.651939401768,0.446689429170999,3.63674188736,0.916817285006,3.2709899415,1.0502590321
High-middle SDI,,2017,0.275017020675,0.580783145351,0.225376660886,3.7851567979,1.14047429705,3.56849825679,1.80594043701
Honduras,HND,2017,0.189815205978,0.752072348523,0.20333887837,2.87555135457999,0.705705457484,2.75230112491,1.76860663727
Hungary,HUN,2017,0.205524223022,0.703435450686,0.237686389914,3.45465662542999,0.699141710736,2.76524217857,2.10739359606
Iceland,ISL,2017,0.257616535208,0.971121594897999,0.558013746386,5.29098780078,0.725035907108,3.36166521167999,1.24902859246
India,IND,2017,0.257864000572999,0.557111560367,0.157758124999,3.30193892533,0.527410722582,3.52985259667999,1.12660672562
Indonesia,IDN,2017,0.230297325067,0.540591105822,0.148781505161,3.28021979232999,0.588078674373,2.64273567514,0.650505679396
Iran,IRN,2017,0.201307454514,0.815760125571,0.231894488144,6.90089993355999,1.97166028701,5.11634462915,0.579777574694
Iraq,IRQ,2017,0.1897286051,0.666430858946,0.208672060932,4.72267334105,1.56956925570999,3.89116288663,0.651613981102
Ireland,IRL,2017,0.328007666524999,0.805431962490999,0.55999469536,5.83909248469,1.05386248394,4.25092099742,2.10984790513999
Israel,ISR,2017,0.25913933072,0.924802466802,0.461175310548,3.06307807287,0.718220106477,3.8322207094,0.498381094738
Italy,ITA,2017,0.236197452312,0.946257130865,0.626783642641999,5.62612106505,1.14801508209,3.46425611654999,0.462936855356999
Jamaica,JAM,2017,0.199270486805999,0.927605100268,0.259650413718,4.57752755949,0.947370997748,2.59238455271,1.4276459254
Japan,JPN,2017,0.295577743427,0.688353608244,0.45437860865,3.56905428488,0.918162655965,3.34156463103,0.582879511254
Jordan,JOR,2017,0.19388561947,0.811332175524999,0.188925295652,4.8883502964,1.62054505347999,3.56360229131,0.657091729382
Kazakhstan,KAZ,2017,0.199892478404,0.667337985516,0.227917724331,2.60780551267,0.605454871957,3.51177487949,3.36900585821
Kenya,KEN,2017,0.17083626393,0.641478214039999,0.135004852566999,3.64335282449,0.486993955048,3.50841859712,1.24779425776999
Kiribati,KIR,2017,0.208107779709,0.424040748146,0.0936135103393,3.28416763192,0.720942236315,3.17275363249,1.05122733419
Kuwait,KWT,2017,0.214850667734,0.865133722521999,0.34657953292,4.96727934915,1.59454275955,3.63567862084,0.677424512147999
Kyrgyzstan,KGZ,2017,0.182096870892,0.664214529918,0.127525300689,2.56274158059,0.511649634726,3.05367302757,2.73309339755
Laos,LAO,2017,0.216455451483,0.533567665482,0.128172294206,4.22429377151,0.659138941117,2.91243136627,0.918019231497
Latin America and Caribbean,,2017,0.205103310767,0.930317426740999,0.287485677123,4.43863550028,0.88433528669,2.94638421448,2.09773088717
Latvia,LVA,2017,0.199509601255,0.696349411258,0.225275373673,2.9449498166,1.04168813535999,3.4995706624,4.4087812358
Lebanon,LBN,2017,0.198375561913,0.996153045321,0.219049411138,6.07435555684,2.22729715648,3.67673423071,0.659928941825
Lesotho,LSO,2017,0.161376284077,0.606321244609,0.136800869544,3.4814560591,0.768874765432,5.6366607037,1.65487237447
Liberia,LBR,2017,0.161454262144,0.630479409927,0.0915913234458,2.88137349866,0.515267499925,3.80303819069999,0.950462397216999
Libya,LBY,2017,0.192848517603,0.803736718096,0.195726048930999,4.97646042982,2.60775319748999,3.80479105155999,0.680013753959
Lithuania,LTU,2017,0.200982414615,0.700277934704,0.234094900677999,2.93722416551,0.631073204156,4.14325442072,4.42800102276
Low SDI,,2017,0.210761890787,0.594373949869999,0.122071330142,3.54041536916999,0.581596399038,3.61699922965,1.26512785211
Low-middle SDI,,2017,0.22945208606,0.612316271709,0.161039171615,3.64597144733999,0.727075546321,3.63161033398,1.27366219791
Luxembourg,LUX,2017,0.263622240872,0.934680809793,0.737916535924,5.31651603517,0.933752573463999,3.61771867848999,1.35323441832
Macedonia,MKD,2017,0.20267212383,0.711224994478,0.184161380892,3.39159542435,0.498625424916,2.33238575269,1.86954639789
Madagascar,MDG,2017,0.164280108974999,0.632774119198,0.106417184832,3.58330127915999,0.496778907066999,3.70851421895,1.50836928363
Malawi,MWI,2017,0.154532582813,0.606166317034,0.100349371553999,3.66093709476,0.509184013728,3.4461370206,1.60498432532
Malaysia,MYS,2017,0.252984360679,0.579224015973,0.20146154356,4.34078252552,0.673643627703,3.5208539166,0.644969309839
Maldives,MDV,2017,0.244707357051,0.565133045447,0.157213639846,3.1651318683,0.696757339187,3.09996968641,0.834550755236
Mali,MLI,2017,0.167750884959,0.628798290075,0.116674521249,2.88867159718999,0.445888079944,3.00742001915,0.904050383777
Malta,MLT,2017,0.257631743485,0.962950218023999,0.519139981796,5.31798435756,0.864663370656,3.37413733179,1.10928392912
Marshall Islands,MHL,2017,0.218616059586,0.429061752009999,0.111895399416,3.23892080315,0.774687855501,3.10434739605,1.22463324833
Mauritania,MRT,2017,0.179205385342999,0.662199720704,0.145275716491,2.9334605097,0.506015334137,3.0941606819,0.928977140251
Mauritius,MUS,2017,0.242184799683,0.56475721622,0.184432747958,3.32296345698,0.71079034964,3.47852434082,1.30368788822
Mexico,MEX,2017,0.211765456029,0.818921348497,0.316975449214,3.18632641167,0.820863258492,2.7888065701,1.72960425435999
Micronesia (country),FSM,2017,0.219298470155,0.437294029014,0.109113092842,3.2540449832,0.774408000926,3.1346193916,1.18053979765999
Middle SDI,,2017,0.260102439643,0.548530162926,0.184486319574,3.34245636972,0.840858759098,3.17782681918,1.24151575194
Moldova,MDA,2017,0.183710487522,0.680890911707,0.141700867982,2.88791837129,0.661415922398,3.43254927896,4.07425630057
Mongolia,MNG,2017,0.190647636897,0.654600859608,0.180157029855,2.57517989576,0.530314852008,3.52548751693999,3.4781076043
Montenegro,MNE,2017,0.203247600082,0.712896241661999,0.194161147929,3.42396654405,0.602649704151999,2.55864017628,1.84810194527
Morocco,MAR,2017,0.186616021106,0.781827347852999,0.175569110624,4.98682555348,1.63635327542,5.41357318493,0.574866181658
Mozambique,MOZ,2017,0.156176372581,0.61109945239,0.103227218784,3.67213639148,0.528698796968,3.90179522627,1.70885554095
Myanmar,MMR,2017,0.21391517103,0.51045585842,0.125738282771,3.31393583529,0.576854930824,2.30098157089,0.870378186787999
Namibia,NAM,2017,0.177365159223,0.632490657337999,0.200987330717,3.50830754631999,0.775731491747,3.45997036719,1.66876160833
Nepal,NPL,2017,0.246394000873,0.584926502547,0.128494755201,3.87945460518,0.501677946035,3.60693852559,1.52713306944
Netherlands,NLD,2017,0.358487187971999,0.947300267761999,0.467844098788999,6.62024219421,0.988877229457999,4.02685440344,0.776602484652
New Zealand,NZL,2017,0.341050948856,1.20608798184,0.67329002752,8.5399314968,2.0493190773,3.97126536914999,2.19340545419999
Nicaragua,NIC,2017,0.199562758242,0.799280369906999,0.205876035268999,2.91230003076,0.599888593641,2.85408391428,2.04730459434
Niger,NER,2017,0.163844826257,0.631572447615,0.0961159064726999,2.89135802147,0.462455372346,3.46305528566,0.911306392255
Nigeria,NGA,2017,0.182126448626,0.644635148545,0.163373451865,2.91583696522,0.461802324403,3.91769128668999,0.964766678333
North Africa and Middle East,,2017,0.195719559748,0.791332533754,0.214377460730999,4.94383763763,1.71240635787,3.965409581,0.659220945433
North America,,2017,0.332040014428,0.657691559696,0.509470157413,6.49070669266999,3.33807923839,4.75280156655,1.99760578388
North Korea,PRK,2017,0.236197646111999,0.326334367045,0.0909099997009,3.24091841052,0.929487550634,3.09084604725,1.37088584779
Northern Ireland,,2017,0.262630818104,1.14252703338,0.523496694159,7.4642696283,1.22912630332,4.10562095072,1.14116658497
Northern Mariana Islands,MNP,2017,0.258128155391,0.487045264254,0.195841390584,3.30062242251,0.791444312734,3.09705485069,1.46678551845
Norway,NOR,2017,0.211483839907,0.856901350987999,0.570362636085,7.58550276017,0.832286146354,3.77191036995,1.41900253107
Oceania,,2017,0.214379283913,0.419198687558999,0.110456792039,3.20940597645,0.740219226051,3.16426493154,1.19475737887
Oman,OMN,2017,0.202474315485,0.787468171659999,0.254958104663,4.51961224512,1.73411402479,3.43395059643,0.691762726177
Pakistan,PAK,2017,0.256441676608999,0.574045575087,0.154582740589,3.82337920939,0.656776334411,3.33127964276999,1.53277274737
Palestine,PSE,2017,0.188284615052,0.824967604290999,0.143882739356,4.98553617282,1.5224583588,4.66507369588,0.648969585301
Panama,PAN,2017,0.213259242938,0.812157759331,0.316650159126,2.89177947043,0.727573217177,2.67902533528,1.40948882415
Papua New Guinea,PNG,2017,0.209554725405,0.41112661321,0.104959860846,3.19271653496,0.738106301002,3.16866077711,1.21256598642
Paraguay,PRY,2017,0.202425561991999,1.07562896609,0.238288430861,6.01521389874,0.527617740916,2.95883967432,2.3843851556
Peru,PER,2017,0.203293010207,0.890709069865,0.369215968601,4.25992528578,0.578555970046,2.2763210016,1.42993898404
Philippines,PHL,2017,0.224422402379,0.53551277612,0.134855317973,3.26972016259999,0.648897668040999,2.76517600939,0.894194851661
Poland,POL,2017,0.207809899983,0.712264493336,0.229484902870999,3.46107501577,0.790931835747,2.25047189275,2.04434628904
Portugal,PRT,2017,0.249372352701,0.925814506596,0.513078804556,5.38326063154,0.709413011712,4.42146054723,1.26290452886
Puerto Rico,PRI,2017,0.212346567195,0.942407961053,0.412628264067,4.68365385328,0.906124677238,2.72610806519,1.68437332791
Qatar,QAT,2017,0.215139530228,0.819900233362,0.318165202676,4.33605925807,2.02498439066,3.48232719928,0.73173426713
Romania,ROU,2017,0.201194504404,0.751815255443,0.200699607577999,3.22718570522999,0.458055547349,2.35917358572,1.69018279664
Russia,RUS,2017,0.198400237923,0.676062578368,0.232374931441,2.94505104871,0.905038023548,3.70792495441,4.72718224039
Rwanda,RWA,2017,0.163688249993,0.625709943609,0.115817094932,3.70243549941,0.570294213354,3.86944962793,2.34269390614
Saint Lucia,LCA,2017,0.199945007781999,0.904806334895,0.286340742496,4.5930781087,0.88961233125,2.83926837709,1.90931130127999
Saint Vincent and the Grenadines,VCT,2017,0.196204451426,0.880439503444,0.274837148978,4.5241369553,0.793924443132999,2.85908939679,2.24025393135
Samoa,WSM,2017,0.234876448168,0.460365665716,0.126132451514,3.25597309123,0.844905200169999,3.03893806425,1.10933859117
Sao Tome and Principe,STP,2017,0.178482171759,0.66334898406,0.13483988496,2.92152355042,0.497440944805,3.13631373424,1.01728984855
Saudi Arabia,SAU,2017,0.205707390981,0.817432532684,0.289615222745,4.754236342,1.71031799899,3.53684672822,0.679910541229
Scotland,,2017,0.238491750532999,0.945158747981,0.471235871117,4.73572955287,1.91641195248999,4.16106667404,3.32702654175
Senegal,SEN,2017,0.173616152452,0.648156096347,0.125290134054,2.89933104424,0.478694843534,3.37049720751,0.921068703718
Serbia,SRB,2017,0.200264020274999,0.69914123215,0.18714734744,3.40467163693,0.441905437440999,2.57006816225999,2.01813267598
Seychelles,SYC,2017,0.247689163047999,0.565984144208,0.197452039361999,3.30267039141,0.790406497032,2.88651359676,0.855464977126
Sierra Leone,SLE,2017,0.165455342335,0.624755581093,0.109798763944,2.88072453051999,0.496263044191999,3.58150134848,0.936624414315
Singapore,SGP,2017,0.2740898744,0.730592156782,0.553711598487,3.73046714884,0.914669467048,3.43827107312999,0.491369093434
Slovakia,SVK,2017,0.208418951819,0.712433830206,0.235474672203,3.44425110779,0.678350415091,2.40199854722,2.5004818341
Slovenia,SVN,2017,0.211823740181999,0.725343306944999,0.239635828094,3.44977272099,0.906051721247,2.86327766444,2.24682694337
Solomon Islands,SLB,2017,0.210462281761,0.427706808306,0.0941887907665,3.21482795887999,0.70373854587,3.15306797974,1.13459240688
Somalia,SOM,2017,0.153911904955,0.620442197278,0.0798960978525,3.56869839668,0.497894412759,3.78474821766,1.53857057618
South Africa,ZAF,2017,0.181937295399,0.63661284243,0.214718050332999,3.99282996295999,0.921499023442,3.74587085056,1.55051414908999
South Asia,,2017,0.257193121674999,0.562156002443,0.155250733462,3.45589331527,0.540558986255,3.56644810165,1.20907490328
South Korea,KOR,2017,0.26399359864,0.56945933099,0.417103482124,3.77800454814,0.914318689844,3.1656839582,2.02005012729
South Sudan,SSD,2017,0.168801215878,0.62586746239,0.134608136008,3.55307737167,0.502397862793,3.69914742873,1.54822495757
Southeast Asia,,2017,0.231524457961,0.541305482847,0.14564975385,3.1641946196,0.64361260155,2.80723941635,0.917452711353
"Southeast Asia, East Asia, and Oceania",,2017,0.303991111492,0.389566788936,0.154265644728,3.061018293,0.96430616132,3.18087347563,1.14728397377
Southern Latin America,,2017,0.199042126855999,0.778532347472,0.407335547772,6.28162659797,1.06904518641,3.77220599624,1.967898494
Southern Sub-Saharan Africa,,2017,0.177591219913,0.631753478994,0.19645826492,3.79815471855999,0.880949997638,3.69272688399,1.55390054378
Spain,ESP,2017,0.281538914044,0.976917325497999,0.730626188558,5.28027859346,1.46886775257,3.53835929062,0.885003363252
Sri Lanka,LKA,2017,0.238044780907,0.569094675649,0.159144309374,3.36991709575,0.665203405024,3.44332981583,0.950452560313999
Sub-Saharan Africa,,2017,0.169482537435,0.629671506732,0.134089569331,3.30785019272999,0.535481491582,3.7761317399,1.309799199
Sudan,SDN,2017,0.176166977769,0.747536249826,0.147024605158,4.89904823744,1.40844627341,3.78145064600999,0.64581329508
Suriname,SUR,2017,0.186999332463,0.869734899004999,0.307738346379,4.56807036338,0.701883262951,3.9735832253,1.7612695076
Swaziland,SWZ,2017,0.17288347432,0.6085454489,0.189603545674999,3.48445628702,0.781634851578,4.06765436089,1.70430095943
Sweden,SWE,2017,0.270391824818,1.05792980614,0.574608279695,5.29383661099,0.729285355619,4.48791099421,1.58658783543999
Switzerland,CHE,2017,0.262486901768,0.953995907439,0.57396869509,5.35939314075,1.00621811513,3.70805973731,1.3796903016
Syria,SYR,2017,0.188965548959,0.809810675686,0.159348883888,4.97498499145999,1.51098852175,3.58207279899,0.621551393697
Taiwan,TWN,2017,0.26293892124,0.35216878099,0.240476113876,3.4445664927,0.929591626841,3.01654274716,2.08557348581
Tajikistan,TJK,2017,0.182117006992999,0.666266340497,0.118225809187,2.52433609553,0.470767237441,2.56396073374999,2.17524676225
Tanzania,TZA,2017,0.165215400013,0.626014208891,0.129856670927,3.63616508554,0.518625021061,3.68574813954,1.55049713841
Thailand,THA,2017,0.234878534731,0.543035027597,0.173201970407,3.32959387932,0.846267711403999,3.08505700381,0.912775290442
Timor,TLS,2017,0.204231467274,0.502838880717,0.110934288651999,3.23266098953,0.63255747143,3.13908658746999,0.823884868196
Togo,TGO,2017,0.164575407164,0.629456808756,0.108107371501999,2.91094485112,0.488984386918,3.65672466831,0.965300083297999
Tonga,TON,2017,0.235881120892,0.462664421755,0.125706097245,3.29750733818,0.762905286789,2.91896953129999,1.13643248231
Trinidad and Tobago,TTO,2017,0.177600289326,0.898339347238,0.389695652593999,4.62935142358,0.731198525483,3.32993810661,1.71814092005
Tropical Latin America,,2017,0.205441673381,1.10577953848,0.275815325417,6.06756280468,1.04475356725,3.28751510608,2.67556933688
Tunisia,TUN,2017,0.198098809372,0.838770902775,0.200171736786,5.07236144012,1.70385021607,3.91518851805,0.65194961749
Turkey,TUR,2017,0.221252416215,0.848770280217,0.308941190868999,3.91340044095,1.53572336874,3.71865782785,0.778078612896
Turkmenistan,TKM,2017,0.197340311887,0.668584922939999,0.20147664564,2.56731070122,0.517775506920999,2.82308579805999,2.47784968679
Uganda,UGA,2017,0.160207615714,0.610420455712,0.119309486967999,3.52662613945,0.542831835112999,4.91802815738,1.29598577693
Ukraine,UKR,2017,0.190965773273,0.687571852812,0.172715421693,2.941769565,0.711814136055,4.07191539327,4.68688331408
United Arab Emirates,ARE,2017,0.2107177342,0.806413081799,0.262206645696,4.26391204861,2.91554914094,2.87742612715999,0.75590832342
United Kingdom,GBR,2017,0.262952341558,1.08683759909,0.543053614094,4.64986093105,1.66400009608,4.11952399117999,1.89705161241
United States,USA,2017,0.333889942363,0.651235501508,0.512844329383,6.63505503544,3.45247568009,4.83561040879,2.04008689286
United States Virgin Islands,VIR,2017,0.216788935647,0.934872323037,0.473119415375,4.71833773762,0.814065070531,2.92518197398,2.23257551046
Uruguay,URY,2017,0.198965427947999,0.781817205682,0.40550153492,6.31773765248,0.918533108928,3.61757373192,1.19383492673
Uzbekistan,UZB,2017,0.188464037303,0.669192862183,0.153735023976,2.56043502886999,0.481219597802,2.88692362908,1.88815251749
